	bug_id_x	title_x	description_x	dup_id_x	bug_id_y	title_y	description_y	dup_id_y
525	73570	combined chart lost when saved in xls format	combined ooo charts saved in xls format are not conserved the second type of graph is lost when the xls document is reopen	47123	47123	excel chart export combination chart not supported	i m trying to change and save the chart type from a normal one to columns and lines but everytime when reopening the document it will revert back to the old chart type	
526	97554	compare document with two pictures and enter on the second picture crashes writer	can reproduce it with dev300m37 on winxp and fedora how to reproduce it open a new writer document insert picture from file select a picture openselect the picture rightclick anchor as character repeat step to insert the second picture and anchor as character save this new writer as twopicodt open another new writer document edit compare document select twopicodt and insert it accept or reject changes dialog opens and close this dialog select the second picture hit enter undo result ooo crashes expectation undo works well regards li meiying	92310	92310	crashes using undo after comparing an empty document with one containing captioned picture	description 1create a new writer document 2click inertpicturefrom file insert a picture 3select this picture right click anchoras character 4the cursor locates in the back of this picture press enter click inert picturefrom file insert a picture 5select the second picture right click caption and click ok 6select the second picture right click anchoras character save this document 7create a new writer document 8click editcompare document select the document which was saved a moment ago and click insert 9the cursor locates in the front of the second picture press enter and undo for some times writer crashes	
527	8454	font attribute ca nt be removed from cell independantly of border attribute	if i have cells with border and text highlighting and del remves text but not border only entf calls the delete content dialog box there formats removes borders and fonts i like the font i chose originally to remain though perhaps the needed function is of the type set standard font for selected cells for the current file here not applicationdependant application dependant cell standard fonts would have to be done via templates	8461	8461	ability to cut just text without leaving a blank default cell back as additional function	ability to cut just fonts without cutting borders background colors etc cut from cut paste i do nt like it that my font attributes border attributes borders etc are gone when i cut sth there should be made an additional option available see also issue and issue	
528	91368	deleting columnrow changes font to default	i am using xp home edition sp2 when a column or row is deleted it should not affect the font formatting anywhere or the size of the row s column s regards white phoenix	8461	8461	ability to cut just text without leaving a blank default cell back as additional function	ability to cut just fonts without cutting borders background colors etc cut from cut paste i do nt like it that my font attributes border attributes borders etc are gone when i cut sth there should be made an additional option available see also issue and issue	
529	39266	ca nt open password protected xls files	ooo is smart enough to tell that the file is protected it should be able to import the file even with the password	5362	5362	support microsoft office encryption	ca nt open password protected files from microsoft office professional edition attempted to open both excel and word files i get error loading document file file name readerror password protected files are not supported	
530	47913	cant open password protected excel document	i tried to open an excel document that has protected worksheets not read protected just write protected error reads error loading document file filename etc readerror this file is passwordprotected	5362	5362	support microsoft office encryption	ca nt open password protected files from microsoft office professional edition attempted to open both excel and word files i get error loading document file file name readerror password protected files are not supported	
531	24423	passwordprotected ms excel spreadsheet open failure	i tried to open a passwordprotected ms excel spreadsheet i received an error message noting that the spreadsheet is passwordprotected and that the open failed the application did not hang the error was handled properly but i could not open the spreadsheet maybe this will be available in a later version	5362	5362	support microsoft office encryption	ca nt open password protected files from microsoft office professional edition attempted to open both excel and word files i get error loading document file file name readerror password protected files are not supported	
532	32787	application hangs after saving document with redlining	load document modify document save document text area does not repaint	31730	31730	changing of changes show on and off deletes text	in a spec webwizard i set changesrecord changes show the i removed some text ending with a graphic then i turned changes show off every time i change this on and off some text following the removed text was removed from the document no undo was possible	
533	50730	toolsoutline numberingheading1 repeats number	created the attached document in and save as sxw if opened in each heading paragraph is properly consecutively numbered also note that heading paragraphs properly reflect the sublevels and they wo nt in this is possibly a different issue but perhaps the same if opened in each heading paragraph is numbered the document did the same before i saved to sxw format this document was not created in the normal manner but instead one group of the bibliography database fields was created including a next record field outline numbering was then applied to the different paragraphs containing these fields and then this group was copied pasted down the page the purpose of this activity is to create a user designed and formatted report see this thread at oooforum for more details as to the why and how http wwwoooforumorgforumviewtopicphtml t20644 the hidden paragraph field discussed there is not utilized in the attached document	47340	47340	outline numbering not updated after copy and paste	open bugdoc copy heading paste it below heading one result times heading	
534	49953	heading numbering mess	when using heading numbering and copypaste or move headers the numbering goes lunatic to reproduce add some headings as heading1 bodytext1 subheading11 bodytext2 heading2 subheading21 first test copy subheading11 and paste it below subheading21 the copied heading looses all connection to header numbers and you have to reformat it to heading format by first format it as bodytext and then back to heading second test drag subheading11 with mouse to end of bodytext2 now the heading2 renumbers to drag the subheading11 text back to original position now subheading11 format goes to text body format	47340	47340	outline numbering not updated after copy and paste	open bugdoc copy heading paste it below heading one result times heading	
535	79033	problem with character attributes when exporting to powerpoint	write something select it and make it bold or italic press return deselect the bold or italic button write some more save as powerpoint file open file in powerpoint the text that has been typed after the bold or italic button has been deselected is bold ie italic as well in powerpoint	62622	62622	old styles are exported to powerpoint	versions and at the url shows you the file before and after the fix to see this bug i did as follows write some text in the default format change the text to italic save change the text back by marking it and clicking the italic button again save export to powerpoint open in powerpoint in powerpoint the text is now italic to fix it i did the following open the original in ooo mark the relevant text rightclick and change the text formatting to default which it should already be export to powerpoint seems there could be some issue with the text style both setting and unsetting italic	
536	86286	chinese font display problem when running under solaris express	hi i am attaching three screenshots to illustrate the chinese font garbling problem in staroffice running in solaris express screenshot shows that some of the chinese characters are very badly garbled randomly misplaced in the file dialog window the actual words are shown in the main document window system application font sans locale enusutf8 screenshot shows that the chinese characters are now correctly shown in the file dialog window again the actual words same as in screenshot are shown in the main document window system application font fzmingti locale enusutf8 screenshot shows that the chinese characters are very badly garbled in the file dialog window the actual words are shown in the main document window system application font sans locale zhcnutf8 comparing screenshots and it shows that the garbling problem disappears after i change the preference of system application font from the default sans to fzmingti i believe any chinesebased fonts also should do however this change makes english characters look ugly font garbling problem also disappears when i use fzheiti using this font makes the english characters look more or less acceptable comparing screenshots and it shows that changing the login locale to unicodebased chinese does not solve the font garbling problem also as i mentioned in separate thread s i did not observe such a font garbling problem in other programs nor in running saroffice under solaris i ran into similar problem in linux but this problem appears to have been solved there at least in suse or maybe these screen shots were taken running staroffice in solaris express developers edition 79b everything was under the default conditions i have observed reported in the opensolarisorg i18n forum the same problems in all versions of solaris express including sxce as well as from running openofficeorg in solaris express up to inclusive of version i have been using solaris express desktops for more than two years the only situation where i did not see chinese font garbling when running under system default conditions is when i ran starsuite in the chinese locale however even in the chinese locale the font garbling problem would reappear if i change the default system font to say arial note since i could find the tab to include the abovementioned screenshots please go to opensolarisorg i18n forum to download the screenshots http wwwopensolarisorgjivethreadjspa threadid52412 tstart0	86285	86285	chinese font display problem when running under solaris express	hi i am attaching three screenshots to illustrate the chinese font garbling problem in staroffice running in solaris express screenshot shows that some of the chinese characters are very badly garbled randomly misplaced in the file dialog window the actual words are shown in the main document window system application font sans locale enusutf8 screenshot shows that the chinese characters are now correctly shown in the file dialog window again the actual words same as in screenshot are shown in the main document window system application font fzmingti locale enusutf8 screenshot shows that the chinese characters are very badly garbled in the file dialog window the actual words are shown in the main document window system application font sans locale zhcnutf8 comparing screenshots and it shows that the garbling problem disappears after i change the preference of system application font from the default sans to fzmingti i believe any chinesebased fonts also should do however this change makes english characters look ugly font garbling problem also disappears when i use fzheiti using this font makes the english characters look more or less acceptable comparing screenshots and it shows that changing the login locale to unicodebased chinese does not solve the font garbling problem also as i mentioned in separate thread s i did not observe such a font garbling problem in other programs nor in running saroffice under solaris i ran into similar problem in linux but this problem appears to have been solved there at least in suse or maybe these screen shots were taken running staroffice in solaris express developers edition 79b everything was under the default conditions i have observed reported in the opensolarisorg i18n forum the same problems in all versions of solaris express including sxce as well as from running openofficeorg in solaris express up to inclusive of version i have been using solaris express desktops for more than two years the only situation where i did not see chinese font garbling when running under system default conditions is when i ran starsuite in the chinese locale however even in the chinese locale the font garbling problem would reappear if i change the default system font to say arial note since i could find the tab to include the abovementioned screenshots please go to opensolarisorg i18n forum to download the screenshots http wwwopensolarisorgjivethreadjspa threadid52412 tstart0	
537	100629	inaccurate word count	open office over counts the number of words in a document typically by i wrote a letter of about words ms office accurately reported words open office reported words the same problem existed in open office	89042	89042	word count is incorrect with certain special characters in the text ie custom quotes dashes	here s the test case a salvage function counts as three words in ms word but four words in the lastest ooo beta however if you remove the word a it is counted by both programs as only two words	
538	107241	word counts are way off due to custom quotes	i was writing a novel and on my open office the word counts were close to what i had but on they were way off example one two three four five six seven eight nine ten eleven twelve thirteen fourteen fifteen sixteen seventeen eighteen nineteen twenty twenty one was counted as words multiply that by words and you can see how much it inflates the actual count	89042	89042	word count is incorrect with certain special characters in the text ie custom quotes dashes	here s the test case a salvage function counts as three words in ms word but four words in the lastest ooo beta however if you remove the word a it is counted by both programs as only two words	
539	113375	word count not working	type double quote word1 word2 word3 such as one two three then select all then click on tools word count actual result expected result	89042	89042	word count is incorrect with certain special characters in the text ie custom quotes dashes	here s the test case a salvage function counts as three words in ms word but four words in the lastest ooo beta however if you remove the word a it is counted by both programs as only two words	
540	23976	writer crash on save as regression	the attached document makes ooo 111a crash if tried to save as this is an regession to ooo where the document is not opend with the right formatigs but could saved	23980	23980	ww8 attached document makes ooo111a crash regression	the attached document makes ooo 111a crash this is a regression from where this document can be loaded fine	
541	10709	problems adding tables to a query	hi guys i created two simple and lines tables into two separate sheets in an openoffice spreadsheet then i selected tools data sources new data source collect data from spreadsheet then tried to create a query the query only allows me to add one table not both the online docs imply it s possible to add multiple tables spent about hour trying to get around the problem the tables were something like this just very simple trying to link by code sheet orders name code order linus flashlight mike quake iii mary shoes sheet addresses code address milky way pluto thanks mike darrett	8949	8949	rfe query on several tables of a dbasecalc database	i have the goal to get an office suite similar to microsoft office i did nt have an equivalent of microsoft access i did nt managed to use the odbc bridge between mysql and openoffice because something was not well configured in this vulnerable configuration chain i decided to use the dbase format for creating my database i created table but i did nt performed to query both tables with the query squetch form i then used the sql query select contactnom organisationsnom from contact organisations where contactorganisatiorganisationsnom this query executes without any problem but does not display anything as expected i accordingly filled the tables i further ca nt edit this query if i try it then a dialog box says it has to many tables but i ca nt even edit the sql source of the query i think the support of dbase is not usefull if we can not query several tables queries on single tables can also be implemented as queries on a single sheet of calculation	
542	65671	calc file taking more than minutes to opennot opening at all sometimes	i made a spreadsheet of data in calc which contains lots of hypertext links as well as plain text it is not too large of a document but when i try to open it i have to try several times because the program freezes up for a very long time and then returns the message that it could not establish a connection to one of the sites i have hyperlinked in the project it does this two or three times with a long wait in between each time and then if i am lucky it will finally open as normal i do nt want it to try to connect to the sites in my spreadsheet i just want it to open quickly	59348	59348	make checking hyperlinks on save optional	i guess calc checks every hyperlink found in the file my file have hyperlinks to files in a remote location another city through a vpn so it must be slow ok checking hyperlinks in a file when saving it s a good feature but i think that it must be optional ie toolsoptionsload save must have a checkbox where i can choose check hyperlinks when saving a file or something like that	
543	47062	auto format issue	when you try to format the whole spreadsheet you have to select everything in this case people would generally select all by using the menu or ctrla upon doing this then using the autoformat function it seems as if the program is trying to autoformat the entire infinite numbers of rows and columns that the spreadsheet could use solution when user selects all how about just selecting all data in the spreadsheet instead of the maximum infinite amount of columns and cells	45879	45879	sorting with selectall in case autorange does not work	if the autorange is not correct because of empty lines the user will most probably hit the selectall button and retry sorting the sort then should not try to sort the whole 64k x cell area but only the extent where data is present the dialog to select sort columns should not offer columns up to gq when selectall was hit but only the extent of the sheet three sorting columns are not always enough would be better also it is very bad that a nonstable sorting algorithm was used this can get data very messy for unknowing users	
544	36312	font color does nt take effect	changing font color does not take effect it always stays black default this was not a problem in all previous release until 19m58 19m56 was fine	35764	35764	fontcolour is not shown	in calc insert a string and in a different cell a hyperlink eg wwwopenofficeorg after a repaint or reload the fontcolour is changed to blue like the hyperlink this is broken in src680m57	
545	36684	color unreadable in windows xp with windows classic appearance	in the toolsoptions menu the selection cursor shows black text on a dark blue background this applies to writer spreadsheet or presentation documents the same text colors are used for text completion that is offered to the user in a writer document these colors are quite unreadable under the windows classic appearance they are fine if using the default windows xp appearance	35764	35764	fontcolour is not shown	in calc insert a string and in a different cell a hyperlink eg wwwopenofficeorg after a repaint or reload the fontcolour is changed to blue like the hyperlink this is broken in src680m57	
546	36736	font colour ca nt be changed	select text in text box click font colour icon correct colour shows on the icon but the text remains black trying to format colour via format menu and modifying stylist has the same result the problem also exists in writer	35764	35764	fontcolour is not shown	in calc insert a string and in a different cell a hyperlink eg wwwopenofficeorg after a repaint or reload the fontcolour is changed to blue like the hyperlink this is broken in src680m57	
547	36804	marked styles ca nt be read because of similar foreground and bachground color	just installed and started the writer after pressing f1 you see the help dlg content names in the content tab are written in black letters while marking is done in dark blue now the problem if you mark a content to the left then letters remain black though the background color is dark too that is why you can not read the content text anymore if i mark a text in the help text to the right instead then the text color changes to white this i also would expect with the content texts note environment info is not correct because oo is installed on a different pc	35764	35764	fontcolour is not shown	in calc insert a string and in a different cell a hyperlink eg wwwopenofficeorg after a repaint or reload the fontcolour is changed to blue like the hyperlink this is broken in src680m57	
548	36149	powerpoint file font colour wrongly imported	if i open the ppt file in powerpoint i get a blue rectangle round edges with the text ca2ruo4 in progress in white in 680m58 rpm install under suse the text is shown in black	35764	35764	fontcolour is not shown	in calc insert a string and in a different cell a hyperlink eg wwwopenofficeorg after a repaint or reload the fontcolour is changed to blue like the hyperlink this is broken in src680m57	
549	37145	highlighting of fields hard to read in all dialogs	when you highlight a field or text in a dialog box the text states black and the hightlight is a dark blue this is very very impossible to read on the screen see the attached screenshots this behaviour did nt occur in the version kevin	35764	35764	fontcolour is not shown	in calc insert a string and in a different cell a hyperlink eg wwwopenofficeorg after a repaint or reload the fontcolour is changed to blue like the hyperlink this is broken in src680m57	
550	36781	changing font color does not work in 680m60	the changing of the font color does nt work in 680m60 i tried the toolbar icon the menucommand format character the contextmenucommand character and formatting with character styles but ist does not work the font color always stays black	35764	35764	fontcolour is not shown	in calc insert a string and in a different cell a hyperlink eg wwwopenofficeorg after a repaint or reload the fontcolour is changed to blue like the hyperlink this is broken in src680m57	
551	45904	configuring a database to a spreadsheet does not allow to edit the database	lanch openoffice file new database select connect to an existing database choose spreadsheet and click next choose one calc document and click next proceed the same way and then say finish click on forms and create a new form using a wizard to create new records and at the end notice even that is readonly and you will not be allowed to edit there is no way to edit the configured database which make more or less very narrowed usage	43456	43456	allow write access to spreadsheet and flat file databases	when building a form for database spreadsheet typeflat file data entry and record review selecting the appropriate options allows one to only review records not make data entry	
552	44535	can not edit data in from some data sources in base	the data in opendocument spreadsheet ods files and csv files as created by the mail merg wizard for instance can not be edited in base or via a form created for one of these sources i have also read a report of this behaiviour for hsqldb however i can insert and edit data in an ms access database	43456	43456	allow write access to spreadsheet and flat file databases	when building a form for database spreadsheet typeflat file data entry and record review selecting the appropriate options allows one to only review records not make data entry	
553	35423	rng chartstylesxml attribute xlink href not optional	in the attached document in the stylesxml of object chart you find draw fillimage draw name empty if you validate it against rng schema draft you get the error object 201stylesxml739 error required attributes missing because in the rng schema draft the xlink href in that context is not optional attribute name xlink href ref name anyuri attribute	32542	32542	fillbitmaps are no longer loaded since oasis changes in xmloff	this is a new version of issue as this one changed its subject and now also its summary	
554	35523	only three different linestylesarrowstyles present	open a new doc and insaert a line open the format line dialog and select another linestyle or arrowstyle there are only three present	32542	32542	fillbitmaps are no longer loaded since oasis changes in xmloff	this is a new version of issue as this one changed its subject and now also its summary	
555	53421	shortcut for menu edit fill downright	users who formerly used ms excel miss shortcuts for the menus edit fill down edit fill right the shortcuts on a german excel are strgu for down and strgr for right	43009	43009	fill commands labeled unclear in customization dialog	under ooo 11x one can customize shortcut keys ctrld and ctrlr to be fill down and fill right respectively for new users switching from ms office to ooo especially those who use as many shortcut keys as possible the fill downright shortcut keys are much more useful than the defaults which currently can not be altered 680m77	62484.0
556	94161	writer bookmarks sill invisible	i and many others still missing visible bookmarks in writer see m word	78511	78511	one should be able to indentify bookmarks in the document	as far as i can tell there is no way to see where bookmarks have been placed in a document i m using bookmarks in order to make section crossreferences eg see section in my document the problem is that when a rearrangement headings or rename them or press enter after a heading number but before the heading text i ca nt tell where the bookmark is now located i checked the view menu and there is nt any option for viewing bookmarks perhaps there is something somewhere but i did nt spot it i think that it is necessary to have some sort of visible marker for bookmarks so that on ecan be sure they are where they need to be the marker should also shown the bookmark name ps the autofields are incorrect in this bug report actually i m on ubuntu	
557	108966	ooo installer does nt create association for ms office files	hi i upgraded ooo in a machine in my work and it stopped opening m o files from explorer windows would always ask for the program i found out that computer had two previous versions installed so i decided to start over from scratch uninstalled every version deleted all remaining files cleaned up with ccleaner and rebooted the machine then i reinstalled ooo no improvement i tried repairing the suite but nothing helped either i noticed the installer does nt ask about file association for mso files as it did before i also saw many issues related to beta or dev releases but this is a stable version best regards	96594	96594	msoffice file association	please do reinstate the file associate feature in next new openoffice 3x release as i could nt double click to open any msoffice document in my pc	
558	59094	problem at topic structure	when we try tu use the topic structure the numbers doesn t change when we change its level but when you aply tools topic structure the numbers gone right we believe it just need to refresh the numbers when the level changes	53634	53634	outline numbering numbering level does not change	outline numbering does not work correctly when changing a paragraph style in the text reproduce following steps open a writer document write some lines and apply the paragraph styles heading1 heading3 choose tools outline numbering select a numbering style for the first levels close the dialog apply the paragraph style heading where heading was before the numbering does not change to the correct level only the formatting changes this behaviour only occures if you apply the styles first and activate the outline numbering after that i can reproduce it with m122 winxp german and m122 linuxintel german	
559	99186	automation dbareportbuilderbas generates errors	running tests generates several errors like reportdesign windowcontrol not found	98549	98549	rpt srb not working with dev300m40	installed dev300m40 on winxp and opensuse i688 added srb from qaupload ftp srb not working on this build if i try to open existing report not opens error report msg the document can not be opened as same with no srb installed new reports can not be created in design mode and with wizard on linux ooo stated from terminal the output i get r4zoli lassu optooodev3programsoffice comsunstarunoruntimeexception at comsunstarbridgesjniunojniproxydispatchcall native method at comsunstarbridgesjniunojniproxyinvoke jniproxyjava178 at proxy4createinstancewitharguments unknown source at comsunstarwizardsreportbuilderreportbuilderimplementationinitialize reportbuilderimplementationjava188 at comsunstarwizardsreportbuilderreportbuilderimplementationgetframe reportbuilderimplementationjava304 at comsunstarwizardsreportbuilderreportbuilderimplementationgetwizardparent reportbuilderimplementationjava135 at comsunstarwizardsreportreportwizardstartreportwizard reportwizardjava665 at comsunstarwizardsreportreportwizardstartreportwizard reportwizardjava569 at comsunstarwizardsreportcallreportwizard reportwizardimplementationtrigger callreportwizardjava127 comsunstarunoruntimeexception at comsunstarbridgesjniunojniproxydispatchcall native method at comsunstarbridgesjniunojniproxyinvoke jniproxyjava178 at proxy4createinstancewitharguments unknown source at comsunstarwizardsreportbuilderreportbuilderimplementationinitialize reportbuilderimplementationjava188 at comsunstarwizardsreportbuilderreportbuilderimplementationgetframe reportbuilderimplementationjava304 at comsunstarwizardsreportbuilderreportbuilderimplementationgetwizardparent reportbuilderimplementationjava135 at comsunstarwizardsreportreportwizardstartreportwizard reportwizardjava665 at comsunstarwizardsreportreportwizardstartreportwizard reportwizardjava569 at comsunstarwizardsreportcallreportwizard reportwizardimplementationtrigger callreportwizardjava127	
560	35833	resizing text boxes in impress not functioning	resizing of text boxes with cursor is not functioning transforming nodes on the text box frame do not appear and the cursor remains as the move tool instead of changing to the transform tool on hover also has been reported as an issue with win xp though i have nt proved that personally	33476	33476	no handles on objects editing broken	this seems to affect al oo components in i get no handles on objects be it rectangles in draw or impress or frames in writer so there is no way to edit existing stuff only through using positionsize dialogs	
561	2282	auto correct function is not properly working	how to reproduce open the openoffice presentation part if a wizard prompts up for creating slide in the presentation then click on create button and then select any of the slide formats and click on ok button else if the presentation opens without the wizard then click on the insert option in the main menu bar at the top of the presentation and now click on slide option in the pull down menu and select any of the slide formats and now click on ok click on the tools option in the main menu bar at the top of the presentation and click on auto correct option from the pull down menu insert a word in the replace field of the autocorrect window for example florida if the word florida is already in the table the word and the replacing word will be highlighted if no row is highlighted ie if it is a new word insert florida in the with field of the auto correct window click new and then ok of the window insert the word florida in the text box of the slide and notice that it is automatically changes to florida now click on the tools option in the main menu bar and click on auto correct option from the pull down menu again insert the word florida in the replace field the word florida in replace column and florida in with column will be highlighted from the table insert word florida note the change of case in the with field and click replace notice that the word florida in with column of the table got changed to florida click ok button of the window insert the word florida in the text box of the slide notice that the word got changed automatically to florida where as the word should have changed to florida note autocorrect function works well with different words as long as the case of the word is not a concern	2230	2230	auto correct function is not properly working	computational constraint attack bug summary auto correct function is not properly working how to reproduce it start menu select the program select the openofficeorg select the presentation part select the any type of slide then select the tool from menu bar select auto correct button then type sunil in replace field and also type sunil in the with field click on replace and click on ok now type on slide sunil it will automatically convert to the sunil now when i again go to the auto correct function and type sunil in replace field and sunil in with field then click ok then type sunil in the slide then it should change sunil but it has not but it convert like sunil this is the bug now again go to the auto correct function see it has not change sunil to sunil but when you change the length of string it will change but when you changed length of the character it will automatically change like from sunil to suni so it is a computational constraint and storage constraint	
562	91476	limit of words in custom dictionaries	hey thomas as already mentioned in the discusslist maybe there is a chance of removingenhancing the limit of words in the custom dictionaries thanks a lot best regards tim	48676	48676	remove or expand limitation on user dictionary	if you create your own dictionary the limit on words is i would like to remove this limit or expand it i am aware of work arounds to create one larger but these work arounds do nt allow it to be shown in the dictionary list so i would like ti to be either unlimited or at least words adam moore	
563	34420	impress crashes when loading sxi	the attached file crashes impress on the above system the screen flickers in a never ending refresh as soon as the file opens i was nt able to access any menu options or edit anything after this occurred i m only able to xkill impress this occurs consistently with ooo and the odd thing is i was able to salvage the file with a text editor made a blank presentation with impress called test unzipped the nonworking presentation and the test presentation to separate directories edited the contentxml files of both presentations and copied the entire office body tag from the nonworking presentation to the test presentation zipped the test presentation back up bingo it works the bad tags must be in the contentxml file but outside the office body tag enjoy	31207	31207	impress loops in outline view after opening document	opening the document will cause ooo to continually loop and redraw the text it only happens in outline view but unfortunately the document was saved in outline view and so it opens in that view	
564	42801	unable to open oov2 sxi file on oov114	i ve used the document converter macro from ooomacros to batch convert ppt into sxi files there s about of ppt files this is done using oo v2 or v1969 on w2k however these converted sxi files can not be opened in oo114 or oo113 both on win or mac machine i ve no problems opening or using the files in oov2 i did another test this time to manually save ppt as sxi on oov2 this time the oo114 is able to open the file but for the converted sxi files when i manually save as sxi on oov2 oov114 still can not open the files does anyone have a solution to this appreciate your help advice thanks	31207	31207	impress loops in outline view after opening document	opening the document will cause ooo to continually loop and redraw the text it only happens in outline view but unfortunately the document was saved in outline view and so it opens in that view	
565	85755	background image causes memory explosion under xorg	i got this result under ubuntu using both the free and proprietary ati xservers create a text file under writer make it a couple of pages you can use the default style and just paste in a bunch of lorem ipsum go to the format menu and pick page set the background to be a png i used a semitransparent watermark i also used area as the type but this works under position as well now click ok you have a lovely background image under your text open a terminal window and execute top hit m to sort by memory xorg will take about megs depending on your options loaded and how much else you do scroll up and down through the text up and down up and down watch the xorg memory footprint get bigger and bigger keep doing it for several minutes and ultimately you ll fill memory with xorg you ll start paging then you ll bog down if you show restraint and stop filling memory before your machine becomes unusable you can quick openofficeorg and voila all that memory gets freed out of xorg this issue renders background images unusable in a document you re trying to edit	76784	76784	transparent png background image eats memory	steps to reproduce on linux open a terminal and run free s to view memory usage start ooo open a new text document right click page background tab select as graphic browse select a transparent png image ok done formatting background select ok begin typing or scroll the page this causes ooo to consume much more memory than usual within a few paragraphs ooo begins to swap to disk and thrash leading to system instability	
566	30483	decimal separator and dot keycap in num pad	hello it should be interesting that in the spreadsheet when you press the dot keycap of the num pad it generates on the screen a langage specific decimal separator rather than a simple dot when using a spreadsheet i use the num pad to enter numbers and i think it would be better to use the dot keycap of the num pad which is nearer rather than the coma keycap indeed i am french and in the openoffice spreadsheet the decimal separator is not the keycap from the num pad but the coma keycap kind regard violaine grange	1820	1820	inputting decimal numbers with spanish spain keyboars in starcalc	it is appliable to all versions of oo and staroffice at least and beta introducing numbers with decimal point is too slow because all spanish keyboards sold in spain and the os driver has a dot in the numeric keypad but the decimal point character in spain is the comma it means we have to use the numeric keypad and type the comma with the alphanumeric portion of the keyboard some spreadsheets like excel overrides the system default character for the dot of our numeric keypad outputting a comma solving this problem for spanish users oo must do the same because is very important for the productivity thanks	
567	3157	decimal separator	not a bug but not very usefull in staropen office msexcel has some very good thing for french people when we hit on the numeric pad the new character is the decimal separator ie for me the functions are in french language ex somme for sum moyenne for average i d like to see that in scalc for i use it in my office	1820	1820	inputting decimal numbers with spanish spain keyboars in starcalc	it is appliable to all versions of oo and staroffice at least and beta introducing numbers with decimal point is too slow because all spanish keyboards sold in spain and the os driver has a dot in the numeric keypad but the decimal point character in spain is the comma it means we have to use the numeric keypad and type the comma with the alphanumeric portion of the keyboard some spreadsheets like excel overrides the system default character for the dot of our numeric keypad outputting a comma solving this problem for spanish users oo must do the same because is very important for the productivity thanks	
568	29379	keypad comma	if you like to use numeric instead of normql to separate decimals in spreadheets you can hexadecimaledit a copy of windowssystemkeyboarddrv it is protected for running windows search and replace de string without and change by without two times in the spanish keyboard reboot in ms2 backup the original keyboarddrv and copy the new keyboarddrv in your windowssystem directory after reboot you can press de number keypad and you will see in notepad and windows applications you will see in msdos console spreadsheets run fast with decimal comma in number keypad	1820	1820	inputting decimal numbers with spanish spain keyboars in starcalc	it is appliable to all versions of oo and staroffice at least and beta introducing numbers with decimal point is too slow because all spanish keyboards sold in spain and the os driver has a dot in the numeric keypad but the decimal point character in spain is the comma it means we have to use the numeric keypad and type the comma with the alphanumeric portion of the keyboard some spreadsheets like excel overrides the system default character for the dot of our numeric keypad outputting a comma solving this problem for spanish users oo must do the same because is very important for the productivity thanks	
569	7467	qpcd relevant dot vs comma in intl keyboard layouts	i m french so supposed to use a comma as a decimal separator like and unlike when i make the mistake and type openofficeorg converts it into a date eg february 1st and changes the format of the cell from number to date this is very enoying to cancel this is a nice feature but it should be possible to disable it anyway i think that should always be interpreted as a number even with french locales my father refused to move from xl because of that feature	1820	1820	inputting decimal numbers with spanish spain keyboars in starcalc	it is appliable to all versions of oo and staroffice at least and beta introducing numbers with decimal point is too slow because all spanish keyboards sold in spain and the os driver has a dot in the numeric keypad but the decimal point character in spain is the comma it means we have to use the numeric keypad and type the comma with the alphanumeric portion of the keyboard some spreadsheets like excel overrides the system default character for the dot of our numeric keypad outputting a comma solving this problem for spanish users oo must do the same because is very important for the productivity thanks	
570	98962	ww8 exported file containing table crashes ooo on reopening	using ooo after saving an odt file as microsoft 972000xp doc format reopening the file in ooo causes ooo to crash during the import processing this seems a new issue in ooo as i ve being using similar files without problem in the test files can be downloaded from http wwwtodheughpluscompaulcardodt http wwwtodheughpluscompaulcarddoc paul	98553	98553	ww8 certain complex table exported as plain text	a table correctly formatted in writer and saved in odf loses all its table formatting when saved as word 972000xp doc	
571	82937	addition of row table at the writer	the editing of table in a writer document has a small incompatibility with ms word if the cursor is in out of table row and if a user press enter key a new row has been added in the ms office in the openoffice writer there no way to move cursor after the end of row and table row addition has performed from menu this is small incomfortibility	76006	76006	ca nt insert table row by simply hitting enter	in ms word when you move cursor to the right when it is positioned after last character in the rightest cell you can hit enter and insert new row the same functionality for ooo would be desired	
572	23073	sheet name can not contain common special character	sheet name can not contain common special character try to rename sheet name to some name contains or and others it will say invalid sheet name i test it on win xp and eric wood confirm on linux also same when we import excel sheet contain or it become underscore	6732	6732	sheet names limited by dos naming convention	an exclamation mark is not possible as a sheet name please allow all keyboard characters	6087.0
