y_prob_dupl	y_gt
[0.0016809761287678304]	0
[0.0074338020142414862]	0
[0.12655287219101718]	0
[0.81604076818155413]	1
[0.59075908711567937]	1
[0.51672563578172337]	1
[0.048311357153228429]	0
[0.33013745292861785]	1
[0.32653732615412934]	1
[0.99999979399542338]	1
[0.022832604227840059]	0
[0.38791106935568664]	1
[0.27368181618214571]	1
[0.081300233496565122]	0
[0.014633672617666793]	0
[0.032043336746599316]	0
[0.52688115932239821]	1
[0.003211410328676112]	0
[0.016671301753063861]	0
[0.0037203411231065964]	1
[0.22566324442418706]	1
[0.24557890269905991]	1
[0.015612737869693527]	0
[0.044351378133535402]	0
[0.041715304813736198]	0
[0.31787801872751631]	1
[0.0023789270952233599]	0
[0.0020316038494457844]	0
[0.0022530640026322546]	0
[0.052233762336501899]	0
[0.032213413082614717]	0
[0.0014567071626421235]	0
[0.35848305297601768]	0
[0.0014581826480166704]	0
[0.53606810681622818]	1
[0.46673423712301498]	1
[0.1229793825643879]	0
[0.074816491117000949]	0
[0.057937160141351529]	0
[0.015288443628703741]	0
[0.010250266170260591]	0
[0.049580308768744308]	0
[0.27685733977897842]	0
[0.0015752200760992263]	0
[0.049091796342093375]	0
[0.099182188401774063]	1
[0.0090668503013443535]	1
[0.28361886525934032]	1
[0.011304758875372078]	0
[0.0016996021030948327]	0
[0.72933698670410496]	1
[0.034601266775496131]	1
[0.28699746254872571]	1
[0.47082932984357406]	1
[0.080296642797225037]	0
[0.0022811023397014685]	0
[0.0017070894427442251]	0
[0.32201008093162176]	1
[0.99999453515717707]	1
[0.5492683187841686]	1
[0.0018226730435968452]	0
[0.0014882827402419307]	0
[0.17127034311251677]	1
[0.25663799395937537]	1
[0.56133273722821886]	1
[0.09110444736182699]	0
[0.22090677061038633]	1
[0.0027803355239827132]	1
[0.042391669450997371]	0
[0.048224169361387847]	0
[0.20041744537437645]	0
[0.1192949457009066]	0
[0.35301792506822371]	1
[0.0021626953002268356]	0
[0.016675429190936675]	0
[0.58195208924618436]	1
[0.0016666393021262937]	0
[0.038613788085406608]	1
[0.16779728645210135]	0
[0.0028803696118846478]	0
[0.098896088011900529]	0
[0.59731594327243853]	1
[0.98862601144808882]	1
[0.0017798897631390309]	0
[0.0022397169256080929]	0
[0.00222602871086508]	0
[0.0013623338977526434]	0
[0.17362105865473598]	1
[0.0024822621133866463]	0
[0.18711618928588813]	1
[0.19849963523210057]	0
[0.58064184429133248]	1
[0.25151072454000345]	1
[0.0013126483996843685]	0
[0.48448547467718506]	1
[0.0030343801197736386]	0
[0.0036972109963276933]	0
[0.0031478093399563978]	0
[0.20781596156095339]	1
[0.56053568062908998]	1
[0.28971982839301513]	1
[0.0025646920222505143]	0
[0.77543940028414382]	1
[0.83540081354408247]	1
[0.068202421380769263]	1
[0.13705596608403114]	0
[0.0027002661005506301]	0
[0.1986420518430525]	1
[0.0015369526993849192]	0
[0.062169627762392987]	0
[0.63441590854394669]	1
[0.24859330094260368]	1
[0.65334687818732351]	1
[0.43711832020544339]	1
[0.0021208639994351186]	0
[0.26173475772247579]	1
[0.27004229967057714]	1
[0.27525056033926498]	1
[0.0091177847247003729]	0
[0.069095588407441455]	1
[0.25630475048305268]	1
[0.33988278960825768]	1
[0.67455985796143636]	1
[0.08803956517063094]	1
[0.010322903644319092]	0
[0.025551607336215199]	0
[0.091942429253097147]	1
[0.74867510862042475]	1
[0.6703193841875944]	1
[0.99923382658056392]	1
[0.52702783947189147]	1
[0.010894606066193746]	0
[0.082266806207785925]	0
[0.12240139940882977]	1
[0.050967862900657579]	0
[0.0019829792858795381]	0
[0.077374439254111027]	1
[0.073920957079828598]	0
[0.017417365601173795]	1
[0.01429751750710806]	0
[0.12029159192655969]	0
[0.38985462526700809]	1
[0.0015339532258679123]	1
[0.0029168437869785402]	0
[0.001347389807099364]	0
[0.97989918587527081]	1
[0.032890228265227917]	0
[0.03735211201504085]	0
[0.55840269992874103]	1
[0.72913914297075555]	1
[0.0013244836408418115]	0
[0.79325322586928404]	1
[0.0020269179538661142]	0
[0.31575226019763847]	1
[0.093884278200464522]	0
[0.0018159381697664401]	1
[0.26717603610223117]	1
[0.054512835635754042]	0
[0.21123335091230744]	1
[0.58489258528703625]	1
[0.049482994773650035]	0
[0.0025951914425876854]	0
[0.99999862968848063]	1
[0.0026892098765386452]	0
[0.033366309169793218]	0
[0.66318816662216684]	1
[0.96991960318674619]	1
[0.026760600010905189]	0
[0.32496830343303973]	1
[0.0018076321520393845]	0
[0.067098379581059686]	0
[0.53181943613223026]	1
[0.0019042766057520977]	0
[0.037373060196458807]	0
[0.04253736937324204]	1
[0.638764900957838]	1
[0.65841668784905105]	1
[0.015758716164532505]	0
[0.1955520409230177]	1
[0.0014358831024061658]	0
[0.036495654631729879]	0
[0.40863248102045768]	1
[0.010038344584343606]	0
[0.91567409597819682]	1
[0.051989769448949841]	0
[0.029874847889448497]	0
[0.0018787707607073045]	0
[0.52894966477991667]	1
[0.024397523781017894]	0
[0.91002140247177965]	1
[0.057351144017880551]	0
[0.001808620777968617]	0
[0.0022653987276453069]	0
[0.06658389724326319]	1
[0.65576844252716859]	1
[0.91481679146886774]	1
[0.048195244625846567]	0
[0.72247970054764332]	1
[0.0024585207639831186]	0
[0.34215947280659265]	1
[0.084035923847061933]	0
[0.014725136164482566]	0
[0.0041366924477701517]	0
[0.016823850861872103]	0
[0.0027963380805643423]	0
[0.19139266752040907]	0
[0.012089956474539809]	0
[0.62241938241614936]	1
[0.0013408567312395148]	0
[0.37283843693103802]	1
[0.1160241677915449]	0
[0.07029309811283746]	0
[0.25953657416728548]	1
[0.0020774964800361895]	0
[0.50829731673331657]	1
[0.40241409868460609]	1
[0.74645348717206161]	1
[0.62779035058884447]	1
[0.37150582192707637]	1
[0.41685430031714199]	1
[0.31430418606799559]	1
[0.062640488179827258]	0
[0.25110468517436657]	0
[0.049962326068245133]	0
[0.0018906051698391879]	0
[0.0013311554557690064]	0
[0.0025883881765725869]	0
[0.031659423388523678]	0
[0.3272935545415423]	0
[0.0024256066224915829]	0
[0.66195073135964588]	1
[0.19770270547195068]	1
[0.97405729279478792]	1
[0.010099500312331311]	0
[0.15143018370308048]	1
[0.41032785738680033]	1
[0.0012862394165771285]	0
[0.08829990412974853]	0
[0.0017903735170684554]	1
[0.046332985490251111]	0
[0.031263285217693726]	1
[0.046038339942573892]	1
[0.37462307704608633]	1
[0.83306540749102742]	1
[0.0025470040051376319]	0
[0.27736467353050975]	0
[0.097511608874835232]	0
[0.0023368303711452931]	0
[0.0022263568639012687]	0
[0.050632594375627837]	0
[0.2293827087895699]	1
[0.0048568259779052658]	0
[0.087549568609612938]	1
[0.026301762663540229]	0
[0.022556102932616784]	0
[0.55045979519620414]	1
[0.0026647808154762753]	0
[0.081655617557980675]	0
[0.34327334469187432]	1
[0.0025943647073958243]	0
[0.098578862424399505]	1
[0.031011307269512067]	0
[0.015468377974397041]	0
[0.96243253447597132]	1
[0.25250302651308454]	1
[0.0022142707540674378]	0
[0.0017312820889033853]	0
[0.075759683517106824]	1
[0.55981803963112675]	1
[0.54535509875564259]	1
[0.61340282396383961]	1
[0.9999996568534647]	1
[0.024397741809562667]	0
[0.058296363642827864]	0
[0.039215555151792758]	0
[0.0027684143315287457]	0
[0.66136387775894745]	0
[0.0015769654028090496]	0
[0.484866136618331]	1
[0.0016207519899656964]	1
[0.033493702376862666]	0
[0.3004796936412264]	0
[0.0025928562303108027]	0
[0.0026190077400825018]	1
[0.0016212352192724877]	1
[0.40143364764714706]	1
[0.0033072485567070542]	0
[0.33637696540587259]	1
[0.60152522983101475]	1
[0.0013939533345479482]	1
[0.12048872730903859]	1
[0.0023366101292553454]	0
[0.37250800745750501]	0
[0.0032021948458661464]	0
[0.35070849630986656]	0
[0.018328928288206425]	0
[0.026047693539360872]	0
[0.21439423391029033]	1
[0.79514550039595022]	1
[0.11173803071016131]	1
[0.60378646669758995]	1
[0.0021600140267602486]	0
[0.69480929585474438]	1
[0.76076466831195377]	1
[0.0017270520985395166]	0
[0.0014250422636475912]	0
[0.198763724675592]	1
[0.078557221403178445]	1
[0.047129755262981576]	0
[0.034478800037496482]	0
[0.0021963577309694893]	0
[0.58656074093520505]	1
[0.0019819645423917454]	0
[0.85536337923314465]	1
[0.5294873198042076]	1
[0.0015938786707617725]	0
[0.47740798343129565]	1
[0.83037330848288593]	1
[0.0018678783554689771]	0
[0.035519350281710049]	0
[0.014765429261596852]	0
[0.0031828901353201378]	0
[0.58170021653936432]	1
[0.0023245604744428494]	0
[0.23515339855751116]	1
[0.00154391813840693]	1
[0.21449391992749967]	1
[0.028421862510507823]	0
[0.55250835853021507]	1
[0.001216434305302827]	0
[0.86258063155813902]	1
[0.11912775686026966]	1
[0.0026055577797420293]	0
[0.0019762356832163652]	0
[0.0024468377313081602]	0
[0.23291838146802979]	1
[0.058143362619702876]	0
[0.1714515318627543]	0
[0.0018378679681686494]	0
[0.13268148844102146]	1
[0.015815649147942312]	1
[0.031767693566646216]	1
[0.19108834880914061]	0
[0.68894854904728919]	1
[0.1960783587899223]	1
[0.60080851894084664]	1
[0.002609872078231934]	0
[0.2295462972973733]	1
[0.053362895864787263]	0
[0.21489890469047446]	1
[0.66392799414772408]	1
[0.40991495296833491]	1
[0.0013811402408289153]	0
[0.56712645367266279]	1
[0.17395441156216729]	1
[0.15061058965519414]	0
[0.047764810513726053]	0
[0.046250411567027361]	0
[0.022572658275770374]	0
[0.54344893441938735]	1
[0.0015700850303353997]	0
[0.027497671619825526]	0
[0.55684830186891709]	1
[0.0015624590727175702]	0
[0.1528592551879514]	1
[0.49350375794700996]	1
[0.0061483057705580269]	0
[0.99998238374096693]	1
[0.0044380285461315117]	0
[0.1480091990226009]	1
[0.59407231590497234]	1
[0.11317847989803442]	0
[0.048890084771001097]	1
[0.038431679441244482]	0
[0.99999979256579763]	1
[0.44924602933345115]	1
[0.99999997993773637]	1
[0.0033133655818539109]	0
[0.7016907554309495]	1
[0.0031978840789632645]	0
[0.055826207895827928]	0
[0.0026087372167552525]	0
[0.22561026507516779]	1
[0.25255367293142694]	1
[0.022098667133921945]	0
[0.7648433704243075]	1
[0.05083571600514436]	0
[0.27355088689948126]	1
[0.0011147571601743955]	0
[0.38258201456085827]	1
[0.01254241859220051]	0
[0.0014557323858521709]	0
[0.0013750868780476599]	1
[0.57052456573621535]	1
[0.24957517255466799]	1
[0.027392497420744344]	0
[0.01012230689336957]	0
[0.0028409982218405849]	0
[0.28088652817679094]	1
[0.0028582076987091476]	1
[0.1652981769317805]	1
[0.0017834287297193718]	0
[0.99194080835238108]	1
[0.55868610947347619]	1
[0.47368498271750592]	1
[0.72398333088367872]	1
[0.0038041892037734559]	1
[0.057064802474715126]	0
[0.14721520702005231]	0
[0.10272602280288579]	0
[0.0048182747275898885]	0
[0.063947096038132534]	0
[0.81141613563332626]	1
[0.10983464102625506]	0
[0.85013111177621015]	1
[0.06303457911112853]	1
[0.0018537754216583213]	0
[0.031708119636794097]	0
[0.052988348236121641]	1
[0.63295761348656077]	1
[0.0019723026896130147]	0
[0.015796654658402076]	1
[0.0020904450548504538]	0
[0.18705632248562032]	1
[0.16907822366637193]	1
[0.99999990624285429]	1
[0.0096757876606909932]	0
[0.2582860197174397]	1
[0.91071571400069451]	1
[0.035332968138583221]	0
[0.37897173973524056]	1
[0.15826542023834067]	1
[0.17587872678021854]	1
[0.24559026625490188]	0
[0.47095118956730153]	1
[0.001578560226646597]	0
[0.19757796994843191]	1
[0.078057839721463962]	0
[0.33352175563374298]	1
[0.56757489998768085]	1
[0.055070230543426635]	0
[0.20611342774499364]	0
[0.0023441130164426616]	0
[0.077455042856626743]	1
[0.020589279757430745]	0
[0.0015364225898040207]	0
[0.75141294074080422]	1
[0.035416531951588448]	0
[0.42163908484272827]	1
[0.0040130330365836242]	1
[0.0026475291288667879]	0
[0.090879230262057464]	0
[0.0016529655777285379]	0
[0.99999948948213435]	1
[0.10999340601830543]	1
[0.201864857686473]	1
[0.021828429142886074]	0
[0.0018683017939966629]	0
[0.22507471505808374]	1
[0.63612137476749753]	1
[0.0020337463151741675]	0
[0.39641767915612669]	1
[0.62770845924712249]	1
[0.0014155129238921926]	0
[0.044725702936445844]	0
[0.0007849528960739427]	0
[0.47681199380388095]	1
[0.038852459964951014]	0
[0.092350665940164944]	1
[0.4232856368615725]	1
[0.040575944806624298]	1
[0.41270279821941069]	1
[0.0011336375175263758]	0
[0.0031298518195818081]	0
[0.12066973552845128]	1
[0.017357050524225759]	0
[0.0023600119227182859]	0
[0.019630938861646685]	0
[0.21216837530051136]	1
[0.034574725281149021]	0
[0.13768598584114944]	0
[0.0012461796476016529]	0
[0.13152459966371788]	1
[0.36160528877361942]	1
[0.19445403794208271]	0
[0.047431628105041312]	0
[0.050222799827591813]	1
[0.10110556843187912]	0
[0.13214792404842823]	0
[0.25277581858737352]	0
[0.0013641172925143996]	0
[0.66179230189194049]	1
[0.54300881321330874]	1
[0.12203090027893837]	1
[0.018827833125913518]	0
[0.99998602460032182]	1
[0.50612564383834624]	1
[0.002859177073858632]	0
[0.3047138098143688]	1
[0.030800607396347823]	0
[0.13197170421689763]	0
[0.10538642366199558]	1
[0.0026079848331492794]	0
[0.0020247426610709995]	0
[0.54804956655532233]	1
[0.052987114771776089]	0
[0.33223808202993776]	1
[0.43285819894391686]	1
[0.58981835650953651]	1
[0.031060470054535161]	0
[0.4999874552258825]	1
[0.16545273676579164]	1
[0.016148036782104969]	0
[0.0030562598760409676]	1
[0.10376635958323221]	0
[0.33430840676244988]	1
[0.59292611616352997]	1
[0.042976017202095762]	0
[0.78936654869264988]	1
[0.23011141867577289]	0
[0.70474815339208219]	1
[0.0012375977974026231]	0
[0.0017128612823232858]	0
[0.68121348260585723]	1
[0.14213391189013236]	0
[0.0012490936324636159]	1
[0.066774638303800815]	0
[0.0020423295131892782]	0
[0.67559147445164891]	1
[0.0070256909816636126]	0
[0.0020102760067957082]	0
[0.0013216880330527703]	1
[0.0021935170642064516]	0
[0.99999921455520235]	1
[0.0016683367769776414]	0
[0.81871764292110161]	1
[0.021574916657846499]	0
[0.32998598082739483]	1
[0.0021258795271531516]	0
[0.79135605676475318]	1
[0.0022206712200658618]	0
[0.2611555961186045]	1
[0.30899297733590259]	1
[0.47083514566171925]	1
[0.11092883139118237]	0
[0.043354989042360459]	0
[0.3979422585964284]	1
[0.0016820839204817473]	0
[0.0016712055539325199]	0
[0.0019854563730709041]	0
[0.055752006219437655]	0
[0.001680852478411099]	0
[0.39629593311182632]	1
[0.014621698218496681]	0
[0.011566805050171269]	0
[0.071548777032463984]	0
[0.018398028344981165]	0
[0.011688988314594639]	0
[0.80064458793132853]	1
[0.80862787611632903]	1
[0.023029613224509582]	0
[0.0023481623631159687]	0
[0.28009379385640187]	1
[0.23010416946683221]	1
[0.0017258022283481722]	0
[0.001304546170681764]	0
[0.04145504038175063]	0
[0.99999891100913929]	1
[0.039824911296646892]	0
[0.99979869878087091]	1
[0.043091257589687904]	0
[0.00063397326082303973]	0
[0.22799896034916278]	1
[0.0024735442581175215]	0
[0.66577768665077852]	1
[0.032519868023423659]	0
[0.0035469463839885584]	0
[0.52494573107065123]	1
[0.001907545784519793]	0
[0.0014524704079950101]	0
[0.0024260008724662496]	0
[0.45077654491507646]	1
[0.029689828509457672]	0
[0.048287998853275393]	0
[0.0045892218581295996]	0
[0.38687334924952488]	1
[0.082794577523225277]	1
[0.0026389122141912136]	0
[0.0024149080496745912]	0
[0.028439946816407935]	1
[0.45624392968336713]	1
[0.1956926308745065]	0
[0.08344031143438202]	0
[0.0007444500803085452]	0
[0.070027964008243182]	1
[0.05553287494904291]	0
[0.0034798809625642413]	0
[0.45806711189651694]	1
[0.0045799935121616508]	0
[0.26716259649347696]	1
[0.10756316190078119]	1
[0.49809171396371177]	1
[0.41476717009897346]	1
[0.21197221731399329]	1
[0.029426861953772532]	0
[0.19130363336185163]	0
[0.311535005839363]	1
[0.41446274343803657]	1
[0.35108264257605293]	1
[0.1556705301707435]	0
[0.49241806904621244]	1
[0.0023325176100306155]	0
[0.29412932011652815]	1
[0.31970858380252265]	1
[0.18568797987592911]	1
[0.68408058892182311]	1
[0.44684037024006917]	1
[0.00130611965437466]	0
[0.67663661312985679]	1
[0.41569299420323247]	1
[0.0080615461015457468]	0
[0.0016578259342596713]	0
[0.49003453134683506]	1
[0.079491922367752599]	0
[0.52581138116922921]	1
[0.51457034865790408]	1
[0.0031200176559029735]	0
[0.048104099213243545]	1
[0.16791256768695684]	1
[0.74458977445546493]	1
[0.74815388012075523]	1
[0.0014616648386905906]	1
[0.0067241297850743065]	1
[0.0027207038113394866]	0
[0.15437628484363364]	1
[0.0011308847406530376]	0
[0.0019635498774167592]	0
[0.70049795626049183]	1
[0.0016121200038154981]	0
[0.0015253777366097676]	0
[0.028546197049519106]	1
[0.15795260115609355]	0
[0.63922918730506562]	1
[0.70290940674580937]	1
[0.001357306217778298]	0
[0.044550653130260409]	0
[0.51744708259367422]	1
[0.010363411009713275]	0
[0.052378703211243827]	0
[0.014077365274412057]	0
[0.12499689795518454]	0
[0.0013317514889470417]	1
[0.15269501629983151]	1
[0.56106900651475411]	1
[0.90560893004366139]	1
[0.36288475872233095]	1
[0.23940470803324687]	1
[0.0016889206607334506]	0
[0.0028757047601346564]	1
[0.12183405994664742]	0
[0.20375846427925159]	1
[0.02342003072838128]	1
[0.99999943955515125]	1
[0.0012519273904587624]	0
[0.004969411772009491]	0
[0.86524578214366266]	1
[0.35904924435828933]	1
[0.93656486077475343]	1
[0.011424469179509789]	0
[0.0019179739487902303]	0
[0.0014965500432270185]	0
[0.22093412593779882]	1
[0.034629784999201996]	1
[0.48136244259272121]	1
[0.73406821652454313]	1
[0.0018613340369409981]	0
[0.52378927536831443]	1
[0.32609594719002621]	1
[0.0017368640164386884]	0
[0.0027359301729625862]	0
[0.29307156103061938]	1
[0.090595653883734917]	1
[0.029728109927111945]	1
[0.041269398081918096]	0
[0.22017674956823841]	1
[0.45465156256103778]	1
[0.3415107419382577]	1
[0.20244565689720151]	1
[0.30562336476349528]	1
[0.011321767603290622]	0
[0.016736953724267756]	0
[0.76179408825914519]	1
[0.5550889003485272]	1
[0.00077080867001855236]	0
[0.013487714608973467]	0
[0.073986941765515346]	0
[0.34591927717294213]	1
[0.99999873162645481]	1
[0.48275034160060715]	1
[0.0026009154451198668]	1
[0.99653628777815495]	1
[0.0012052779742343089]	0
[0.77955277953350766]	1
[0.36287202087610138]	1
[0.0016390362821023796]	0
[0.71531419432922316]	1
[0.0016892471585112645]	0
[0.43815562559666066]	1
[0.078389526335788218]	0
[0.070477512326649894]	1
[0.22280272991013783]	0
[0.0028656452922777298]	0
[0.0016628922406838331]	0
[0.057858302972342512]	0
[0.57363750313033601]	1
[0.99999986761940729]	1
[0.020610775815319227]	0
[0.38709744117609945]	1
[0.21562164312290344]	1
[0.18824855559275011]	1
[0.015800932546420232]	0
[0.0087210072399894756]	1
[0.02769570630483964]	0
[0.051431570619603351]	0
[0.3480168604052194]	1
[0.0019287336130237032]	0
[0.0011886822265164687]	0
[0.20569498532365615]	1
[0.046052027367162629]	0
[0.065162075525925123]	1
[0.12209217175234222]	1
[0.0013173821550835907]	0
[0.060243655991285783]	0
[0.99776115625704709]	1
[0.52685531612901149]	1
[0.081400135432653786]	0
[0.63887076500716533]	1
[0.031906790457183698]	0
[0.0019969540870751201]	0
[0.0023572140727593505]	0
[0.008107375010106832]	0
[0.0014339117444154281]	0
[0.10664262091066534]	1
[0.0021329906920467545]	0
[0.51895925883475935]	1
[0.56388512326515994]	1
[0.27075728362783769]	1
[0.21523898339494496]	1
[0.36804495111066826]	1
[0.048608793196873501]	0
[0.0023996421124011791]	0
[0.0010419867335091926]	1
[0.0026057669945083184]	0
[0.0014289430937566294]	0
[0.79393617653155679]	1
[0.09603058937094433]	0
[0.030479287865326277]	0
[0.0015369643765072993]	0
[0.044530052755762717]	0
[0.68606391513159715]	1
[0.83064246052806023]	1
[0.62421498899677585]	1
[0.0023711211054576742]	0
[0.036158960293545817]	0
[0.20565683174339311]	1
[0.0022471490856657006]	0
[0.65821656154330366]	1
[0.27140821501453893]	0
[0.0014845848930866712]	0
[0.055258561580576848]	0
[0.34375949988493781]	1
[0.044666027856898105]	1
[0.43206658280133525]	1
[0.80907185563807005]	1
[0.0027211433150776676]	0
[0.38158046957197789]	1
[0.043407296710230914]	0
[0.069827193998805992]	0
[0.21973247318421896]	1
[0.095096508398917479]	1
[0.74961012134192773]	1
[0.69872479962570755]	1
[0.41329145052836169]	1
[0.86244315952864192]	1
[0.021244639104696428]	0
[0.34653612090763064]	1
[0.50029256239374909]	1
[0.47171009314940304]	1
[0.34607581960420042]	1
[0.034653454675006135]	0
[0.42193841579797509]	1
[0.49000181013739108]	1
[0.0016445656363736072]	1
[0.16641234212778067]	0
[0.55168062017410868]	1
[0.00158390580330936]	0
[0.39854428625861904]	1
[0.59579106433168438]	1
[0.22422065204089869]	0
[0.72348786381229924]	1
[0.0043348585654083838]	0
[0.0022134128330172365]	0
[0.10574585305760831]	1
[0.002027462333461405]	0
[0.3515352438129602]	1
[0.60341070342474323]	1
[0.62623737135070068]	1
[0.1220138525901916]	1
[0.013426800199647704]	0
[0.099892955740045752]	0
[0.39489055005340412]	1
[0.0019475476551391591]	0
[0.084006691202512584]	1
[0.042782697229285072]	0
[0.38188906840685832]	1
[0.43250842951521673]	1
[0.028983946665663507]	0
[0.46100014743252449]	1
[0.32577505773058868]	1
[0.12220673609819066]	1
[0.27658860238252114]	1
[0.43487858770457388]	1
[0.2415242939574771]	1
[0.58343490025128997]	1
[0.0023499730559508603]	0
[0.73055882100745595]	1
[0.0029241658515352098]	0
[0.26880509320361012]	0
[0.0025770191020861866]	0
[0.05732027888773461]	0
[0.53618805291917393]	1
[0.9999993001705888]	1
[0.0023102547522659833]	0
[0.001534286080159708]	1
[0.0291858661840253]	0
[0.090722087062370393]	0
[0.12974363802008537]	0
[0.002683911207796208]	0
[0.3984984804463112]	1
[0.10376675459777296]	1
[0.018432244997637515]	0
[0.5425857881835785]	1
[0.043163058114491615]	0
[0.68422666534409216]	1
[0.18028012378185498]	1
[0.69862249007821664]	1
[0.15570772552602685]	0
[0.0048144704838780639]	0
[0.65282178535415103]	1
[0.24094684646020059]	1
[0.42053654248261108]	1
[0.10435862833838228]	1
[0.002122796104143565]	0
[0.69348533443691018]	1
[0.017263217064811265]	0
[0.55788633989636049]	1
[0.032011076081756684]	0
[0.18176743136787854]	0
[0.0021031654828506108]	0
[0.0031339646359653806]	1
[0.12504168856986686]	1
[0.0033637213195193416]	0
[0.039458449562249642]	0
[0.59234025735822904]	1
[0.21200380768860139]	1
[0.098732440949313549]	1
[0.042966182997395519]	1
[0.0083750968664959569]	1
[0.0025413283242952112]	0
[0.0019872992645829646]	0
[0.0019154551101904227]	0
[0.33366930823368102]	1
[0.0025284846981953324]	0
[0.0032794925646427719]	0
[0.012299966436958076]	0
[0.0014883295769158034]	0
[0.0020171211236789111]	0
[0.23788135769779073]	1
[0.0024550236795587432]	0
[0.0014798136999272238]	0
[0.022977350602663038]	0
[0.25275175472778044]	1
[0.41051611477468963]	1
[0.47229119039053868]	1
[0.84935615308542245]	1
[0.092873596221849875]	0
[0.001989559293593457]	0
[0.0022816227872406447]	0
[0.3733267855730229]	1
[0.0021664839568285021]	0
[0.013767375596357545]	0
[0.066001234601971714]	0
[0.0045838548524952394]	0
[0.041131514494390897]	0
[0.087361711032708733]	0
[0.0020458603943999121]	0
[0.091496965787298157]	1
[0.029206401203303201]	0
[0.48243818653947468]	1
[0.30337100859383104]	1
[0.29149357571519108]	1
[0.0050004161746224352]	0
[0.13377926718680311]	0
[0.16395206330950041]	1
[0.24994365061334212]	1
[0.60181648535904253]	1
[0.0017760644172700735]	0
[0.0023397612759965547]	0
[0.0018424125815991177]	0
[0.28995121576529126]	1
[0.18682572829224275]	1
[0.4122712130170767]	1
[0.35482772716889266]	1
[0.39657777236845437]	1
[0.0025913109264513734]	0
[0.0019581382698111716]	0
[0.067141459257260783]	0
[0.0020599922328468079]	0
[0.045789963937253764]	0
[0.038028170336424805]	0
[0.55493930344780107]	1
[0.0013934403009751017]	0
[0.0013463886161885208]	1
[0.1761839263246785]	1
[0.52957508090216943]	1
[0.56460075259250797]	1
[0.00098445485830878088]	0
[0.2571475808955781]	1
[0.0017240718024403856]	0
[0.47472916430400691]	1
[0.0034522283309159629]	0
[0.0012590511567811546]	0
[0.50518648237919783]	1
[0.078161831212066879]	1
[0.5679581421166342]	1
[0.019831297915863466]	0
[0.97499514258836051]	1
[0.9999594136028741]	1
[0.0019111731436358692]	1
[0.0017629022964873453]	0
[0.12264541138317919]	1
[0.001480903546944301]	0
[0.041187224050926785]	0
[0.0022675187176518508]	0
[0.00086312572674684951]	0
[0.070140204474656853]	0
[0.0019284644693223774]	0
[0.60343973047310551]	1
[0.57996834624817573]	1
[0.29503727904205745]	1
[0.22781445450148652]	0
[0.023648213598855605]	0
[0.50927373337597315]	1
[0.69630006733516259]	1
[0.014253665519997627]	1
[0.0032946955385725341]	0
[0.044175441174710173]	0
[0.59625739333426298]	1
[0.078042171389723025]	0
[0.001687357478799667]	0
[0.31241405002872202]	1
[0.0017068683232286386]	0
[0.0027690911994019407]	0
[0.0058276905989229633]	0
[0.0026083516008065244]	0
[0.071644452884371379]	1
[0.20338930633313135]	0
[0.46172864425221882]	1
[0.0021317416136455991]	0
[0.037527458550412396]	1
[0.8745492760596788]	1
[0.98553724976982315]	1
[0.048218327368482305]	1
[0.39584729240041971]	1
[0.015065870554970218]	1
[0.079694131312983751]	1
[0.45954415614613908]	1
[0.99999773815784443]	1
[0.0024157296302845799]	1
[0.40137105082581115]	1
[0.0020164117313227203]	0
[0.041198935562117622]	1
[0.0023826602290361043]	0
[0.97978907694093309]	1
[0.24902108772385756]	1
[0.0069607984373493137]	0
[0.37898704280339701]	1
[0.026650210089740223]	0
[0.0017695012003631216]	0
[0.68105964355099502]	1
[0.035333878069559232]	0
[0.99999973988689528]	1
[0.52501736697477952]	1
[0.2024474033600252]	1
[0.98333021053153025]	1
[0.53146927184016302]	1
[0.017323379581581033]	0
[0.70107265290480936]	1
[0.036407872174711864]	1
[0.058620595863007718]	0
[0.20164834780944485]	1
[0.13539757946559117]	1
[0.015699284018821036]	0
[0.077909127808788226]	1
[0.52872789860715674]	1
[0.9999995768194746]	1
[0.014774303451102533]	1
[0.50965563049985352]	1
[0.0074500325116905186]	0
[0.0020656112735952803]	0
[0.28024812899567042]	1
[0.20814911877352082]	1
[0.043562001735410472]	0
[0.82827767881681535]	1
[0.0016163230420382924]	0
[0.12870171706484179]	1
[0.047332865243607802]	0
[0.069450202407217887]	0
[0.06120411910888679]	0
[0.0018713552339416628]	0
[0.72055083214076132]	1
[0.24376806310192012]	1
[0.0013822596723550573]	0
[0.017810341905247773]	0
[0.0040839680261918199]	0
[0.031508885990802926]	0
[0.12111383259552788]	0
[0.044814403181918872]	0
[0.0016146540350799876]	0
[0.001662040801207243]	1
[0.092675266292256087]	0
[0.0077461052013921838]	0
[0.44264148047008245]	1
[0.0018446212312627219]	0
[0.16081271173343936]	0
[0.028598415452385839]	0
[0.00096990786983464083]	0
[0.43836895961508904]	1
[0.0023444896999492704]	0
[0.093604943993187084]	0
[0.25031033515754597]	0
[0.047445077097286847]	0
[0.66224041368100228]	1
[0.001232781322944243]	0
[0.75465257329291147]	1
[0.045882269505159168]	1
[0.0015593728793590333]	0
[0.10864598870067443]	1
[0.090498402835349046]	0
[0.3104223920650051]	1
[0.0025596331542602213]	0
[0.075571179223185125]	1
[0.3123132605419463]	1
[0.28538388846921192]	1
[0.78332624538668139]	1
[0.011765851966712981]	0
